filename,canonical_smiles
TTABN.xyz,Cc1ccc(N(c2ccc(C)cc2)c2cc3c4c(c2)N(c2ccc(C)cc2)c2ccc(C)cc2B4c2cc(C)ccc2N3c2ccc(C)cc2)cc1
TTPQAO.xyz,O=c1c2cc(-c3c(-c4ccccc4)cccc3-c3ccccc3)ccc2n2c3ccc(-c4c(-c5ccccc5)cccc4-c4ccccc4)cc3c(=O)c3cc(-c4c(-c5ccccc5)cccc4-c4ccccc4)cc1c32
Ï_-DABNA-4Cz.xyz,CC(C)(C)c1ccc2c(c1)N1c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc4c3B(c3ccccc3N4c3ccccc3)c3cc4c5c(c31)B2c1ccc(C(C)(C)C)cc1N5c1cc(-c2ccc(-n3c5ccccc5c5ccccc53)cc2)cc2c1B4c1ccccc1N2[C@@H]1C=CC=CC1
� -CzBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5c2cc(N(c2ccccc2)c2ccccc2)cc5-n2c5ccc(C)cc5c5cc(C)cc3c52)B2c3c(cc(N(c5ccccc5)c5ccccc5)cc3-n3c5ccc(C)cc5c5cc(C)cc2c53)N4c2c(C)cc(C)cc2C)c(C)c1
Π-CzBN.xyz,Cc1cc(C)c(N2c3cc4c(cc3B3c5c2cc(N(c2ccccc2)c2ccccc2)cc5-n2c5ccc(C)cc5c5cc(C)cc3c52)B2c3c(cc(N(c5ccccc5)c5ccccc5)cc3-n3c5ccc(C)cc5c5cc(C)cc2c53)N4c2c(C)cc(C)cc2C)c(C)c1
β-Cb-tCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4ccncc4n-2c13
γ-Cb-tCzBN.xyz,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cccc3c4cnccc4n-2c13
�_-DABNA-4Cz.xyz,CC(C)(C)c1ccc2c(c1)N1c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc4c3B(c3ccccc3N4c3ccccc3)c3cc4c5c(c31)B2c1ccc(C(C)(C)C)cc1N5c1cc(-c2ccc(-n3c5ccccc5c5ccccc53)cc2)cc2c1B4c1ccccc1N2[C@@H]1C=CC=CC1
ω-DABNA-4CNP.xyz,CC(C)(C)c1ccc2c(c1)N1c3cc(-c4ccc(C#N)cc4)cc4c3B(c3ccccc3N4c3ccccc3)c3cc4c5c(c31)B2c1ccc(C(C)(C)C)cc1N5c1cc(-c2ccc(C#N)cc2)cc2c1B4c1ccccc1N2[C@@H]1C=CC=CC1
ω-DABNA-4TBP.xyz,CC(C)(C)c1ccc(-c2cc3c4c(c2)N2c5cc(C(C)(C)C)ccc5B5c6ccc(C(C)(C)C)cc6N6c7cc(-c8ccc(C(C)(C)C)cc8)cc8c7B(c7ccccc7N8c7ccccc7)c7cc(c2c5c76)B4c2ccccc2N3c2ccccc2)cc1
